,Temperature,L,R,A_M,Color_Red,Color_Blue,Color_BlueWhite,Color_White,Color_YellowWhite,Color_Yellow,Color_Orange,Color_OrangeRed,Color_YellowOrange,Spectral_Class_M,Spectral_Class_B,Spectral_Class_O,Spectral_Class_A,Spectral_Class_F,Spectral_Class_K,Spectral_Class_G,star_type,r_log,r_clipped,l_log,temp_log
119,3780,200000.0,1324.0,-10.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Hyper Giants,7.188412736496954,0.9687233450749472,12.206072645530174,8.237479288613633
120,3323,0.00043,0.0912,17.16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Red Dwarf,-2.3947003819018513,0.19303527688083755,-7.751725349276666,8.108623268354595
121,3531,0.00093,0.0976,19.94,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Red Dwarf,-2.32687778556309,0.19852505646331134,-6.980325971816972,8.169336395928386
122,3218,0.00054,0.11,20.02,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Red Dwarf,-2.2072749131897207,0.20820609850836932,-7.523941418405954,8.076515327552329
123,3146,0.00015,0.0932,16.92,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Red Dwarf,-2.3730075572905913,0.19479116403446778,-8.804875263868018,8.053887083618223
124,3511,0.00064,0.109,17.12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Red Dwarf,-2.2164073967529934,0.20746688584902914,-7.354042381610556,8.163656176168432
125,3225,0.00076,0.121,19.63,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Red Dwarf,-2.111964733385396,0.21592081170628707,-7.182192124683898,8.078688229229872
126,2935,0.00087,0.0932,16.88,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Red Dwarf,-2.3730075572905913,0.19479116403446778,-7.047017346315645,7.984462732262196
127,2861,0.00019,0.0899,16.71,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Red Dwarf,-2.4090573375045627,0.19187317861287131,-8.568486485803788,7.95892649305011
128,2856,0.000896,0.0782,19.56,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Red Dwarf,-2.5484856314308715,0.18058740303753618,-7.017570144989343,7.957177323459475
129,2731,0.000437,0.0856,18.09,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Red Dwarf,-2.4580699958344407,0.18790593604907765,-7.735577362868684,7.912423121473705
130,3095,0.00019,0.492,10.87,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Brown Dwarf,-0.709276562489829,0.32945891400331057,-8.568486485803788,8.037543185118697
131,3607,0.00023,0.38,10.34,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Brown Dwarf,-0.9675840262617056,0.30855067519846535,-8.377431249041079,8.19063168090354
132,3100,0.008,0.31,11.17,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Brown Dwarf,-1.171182981502945,0.29207071943396495,-4.8283137373023015,8.039157390473237
133,2989,0.0087,0.34,13.12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Brown Dwarf,-1.0788096613719298,0.2995477137425822,-4.744432253321599,8.002694162283937
134,3542,0.0009,0.62,14.23,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Brown Dwarf,-0.4780358009429998,0.34817628667708367,-7.013115794639964,8.17244681834278
135,3243,0.0023,0.73,14.75,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Brown Dwarf,-0.31471074483970024,0.36139634321729397,-6.074846156047033,8.084254106307318
136,3091,0.0081,0.24,11.43,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Brown Dwarf,-1.4271163556401458,0.27135464709733204,-4.815891217303744,8.036249942132116
137,3598,0.0011,0.56,14.26,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Brown Dwarf,-0.579818495252942,0.3399376672901029,-6.812445099177812,8.188133414510478
138,3324,0.0034,0.34,12.23,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Brown Dwarf,-1.0788096613719298,0.2995477137425822,-5.683979847360021,8.10892415597534
139,3541,0.0013,0.256,14.33,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Brown Dwarf,-1.3625778345025745,0.27657860304638504,-6.645391014514646,8.172164452111904
140,13420,0.00059,0.00981,13.67,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,White Dwarf,-4.624353005404865,0.012560005964077551,-7.435388021064509,9.504501410525673
141,21020,0.0015,0.0112,11.52,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,White Dwarf,-4.491841500681089,0.02328591432420501,-6.502290170873972,9.953229644430943
142,18290,0.0013,0.00934,12.78,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,White Dwarf,-4.673449026741386,0.00858601572979494,-6.645391014514646,9.814109741384911
143,14520,0.00082,0.00972,11.92,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,White Dwarf,-4.63356966050979,0.011813980188818338,-7.106206217705975,9.583282288378786
144,11900,0.00067,0.00898,11.38,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,White Dwarf,-4.712755396668029,0.005404431438821336,-7.308232845579262,9.38429367909962
145,8924,0.00028,0.00879,14.87,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,White Dwarf,-4.734140567285052,0.0036734467912466267,-8.180720954795024,9.096499555552423
146,12912,0.00071,0.00945,12.83,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,White Dwarf,-4.6617405374764855,0.009533738594708737,-7.250245587928913,9.46591239050973
147,14732,0.00011,0.00892,12.89,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,White Dwarf,-4.719459332390219,0.0048617932704729545,-9.115030192171858,9.597777277564957
148,7723,0.00014,0.00878,14.81,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,White Dwarf,-4.735278871335112,0.0035813087919660744,-8.87386813535497,8.951958168569265
149,12984,0.00088,0.00996,11.23,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,White Dwarf,-4.60917820738563,0.013788303033656827,-7.035588650492022,9.471473109194427
150,29560,188000.0,6.02,-4.01,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Main Sequence,1.7950872593207297,0.5321701948777692,12.144197241812087,10.294177375062137
151,8945,38.0,2.487,0.12,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Main Sequence,0.9110771648212677,0.46061556810936966,3.6375861597263857,9.09884999594282
152,14060,1092.0,5.745,-2.04,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Main Sequence,1.7483299113007191,0.5283855044007375,6.9957661563048505,9.551089165364656
153,16390,1278.0,5.68,-3.32,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Main Sequence,1.7369512327330598,0.5274644774768453,7.15305163493748,9.704426671737876
154,25070,14500.0,5.92,-3.98,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Main Sequence,1.7783364488959144,0.5308143302836047,9.581903928408666,10.12942719115234
155,28700,16790.0,6.4,-4.09,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Main Sequence,1.8562979903656263,0.5371247887691641,9.728538750071586,10.264652401747712
156,26140,14520.0,5.49,-3.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Main Sequence,1.7029282555214393,0.5247105480239179,9.583282288378786,10.171221987178212
157,20120,4720.0,6.78,-3.4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Main Sequence,1.9139771019523042,0.5417935219969837,8.459564078579602,9.909469624213676
158,13023,998.0,6.21,-1.38,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Main Sequence,1.8261608959453874,0.5346853951960113,6.905753276311464,9.474472303967703
159,37800,202900.0,6.86,-4.56,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Main Sequence,1.925707441737794,0.542743013513472,12.220468525813907,10.54006438160768
160,25390,223000.0,57.0,-5.92,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Super Giants,4.04305126783455,0.7141276483263956,12.314927050442256,10.142110674698724
161,11567,251000.0,36.0,-6.245,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Super Giants,3.58351893845611,0.6769316202252623,12.43320821811392,9.355911495295402
162,12675,452000.0,83.0,-5.62,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Super Giants,4.418840607796598,0.7445452489079283,13.021437458814368,9.447386828459384
163,5752,245000.0,97.0,-6.63,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Super Giants,4.574710978503383,0.7571618991810128,12.409013489526863,8.657302899400882
164,8927,239000.0,35.0,-7.34,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Super Giants,3.5553480614894135,0.6746513786311528,12.384218830913648,9.096835671179361
165,7282,131000.0,24.0,-7.22,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Super Giants,3.1780538303479458,0.6441119673063487,11.782952602183288,8.893160828735379
166,19923,152000.0,73.0,-5.69,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Super Giants,4.290459441148391,0.7341536634263105,11.931635799828413,9.899630122208823
167,26373,198000.0,39.0,-5.83,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Super Giants,3.6635616461296463,0.6834105350122648,12.196022309676673,10.180096038519288
168,17383,342900.0,30.0,-6.09,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Super Giants,3.4011973816621555,0.6621739256815006,12.745194138451012,9.76324799612154
169,9373,424520.0,24.0,-5.99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Super Giants,3.1780538303479458,0.6441119673063487,12.95871439787576,9.145588494746486
170,3570,320000.0,1480.0,-7.58,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Hyper Giants,7.299797366758161,0.977739176110892,12.676076274775909,8.180320874773685
171,3500,138000.0,1420.0,-8.18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Hyper Giants,7.258412150595307,0.9743893233041326,11.835008964139341,8.160518247477505
172,4287,630000.0,1315.0,-9.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Hyper Giants,7.181591944611865,0.9681712481920729,13.353475098367715,8.363342466597977
173,26000,316000.0,1679.0,-9.1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Hyper Giants,7.425953657077541,0.987950672930281,12.66349749256905,10.165851817003619
174,3600,240000.0,1190.0,-7.89,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Hyper Giants,7.081708586105575,0.9600863671677916,12.388394202324129,8.1886891244442
175,3614,145000.0,1553.0,-7.71,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Hyper Giants,7.347943823148687,0.9816363054974018,11.884489021402711,8.192570471152173
176,18000,200000.0,1045.0,-8.3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Hyper Giants,6.951772164398911,0.9495688943281788,12.206072645530174,9.798127036878302
177,11000,170000.0,1779.0,-9.9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Hyper Giants,7.483806687665835,0.9926334837227416,12.043553716032399,9.305650551780507
178,12100,120000.0,708.9,-7.84,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Hyper Giants,6.563714472860972,0.918158253821493,11.695247021764184,9.400960731584833
179,24490,248490.0,1134.5,-8.24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Hyper Giants,7.033947304219897,0.9562204150473635,12.42315788226042,10.106020149946213
180,2831,0.000231,0.0915,16.21,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Red Dwarf,-2.3914163067006613,0.19330110051425833,-8.37309284744248,7.9483852851118995
181,2914,0.000631,0.116,18.39,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Red Dwarf,-2.1541650878757723,0.21250497897559548,-7.368204695423061,7.97728198675515
182,3419,0.000245,0.126,17.56,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Red Dwarf,-2.071473372030659,0.21919831302342205,-8.314252347419547,8.137103389639302
183,3218,0.000452,0.0987,17.34,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Red Dwarf,-2.3156703325427013,0.19943222383943998,-7.701828378132043,8.076515327552329
184,3453,0.000621,0.0773,17.08,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Red Dwarf,-2.560061323388761,0.17965042921474095,-7.384179476030796,8.146998697389993
185,2889,0.000352,0.0973,16.93,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Red Dwarf,-2.3299562897901778,0.19827587240721872,-7.951879382366177,7.968665700466235
186,2968,0.000461,0.119,17.45,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Red Dwarf,-2.1286317858706076,0.21457172674975847,-7.682112514967626,7.995643604287271
187,3484,0.000551,0.0998,16.67,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Red Dwarf,-2.304587095664719,0.2003293367605756,-7.50377574881136,8.155936337972394
188,2778,0.000849,0.112,19.45,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Red Dwarf,-2.1892564076870427,0.2096645744287133,-7.071451371652927,7.9294865233142895
189,3523,0.000957,0.129,16.35,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Red Dwarf,-2.047942874620465,0.22110294733737135,-6.95170716651132,8.167068178341237
190,3462,0.0053,0.148,11.47,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Brown Dwarf,-1.9105430052180221,0.23222453569285884,-5.240048458424061,8.149601735736155
191,3257,0.0024,0.46,10.73,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Brown Dwarf,-0.7765287894989963,0.32401530195303263,-6.032286541628237,8.088561805276234
192,2994,0.0072,0.28,13.45,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Brown Dwarf,-1.2729656758128873,0.2838321000469841,-4.933674252960127,8.004365564979574
193,3212,0.0016,0.378,12.854,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Brown Dwarf,-0.9728610833625494,0.30812353318545455,-6.437751649736401,8.074649075066652
194,3523,0.0054,0.319,12.43,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Brown Dwarf,-1.1425641761972924,0.294387217791784,-5.221356325411908,8.167068178341237
195,3598,0.0027,0.67,13.667,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Brown Dwarf,-0.40047756659712525,0.35445410018392765,-5.914503505971854,8.188133414510478
196,3142,0.00132,0.258,14.12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Brown Dwarf,-1.3547956940605197,0.2772085145804901,-6.630123542383857,8.052614818815567
197,3496,0.00125,0.336,14.94,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Brown Dwarf,-1.0906441190189327,0.2985897945907458,-6.684611727667927,8.159374736775426
198,3324,0.0065,0.471,12.78,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Brown Dwarf,-0.7528971849657193,0.32592812020345596,-5.035953102080546,8.10892415597534
199,3463,0.0027,0.675,14.776,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Brown Dwarf,-0.3930425881096072,0.3550559113103115,-5.914503505971854,8.149890544402423
200,16790,0.0014,0.0121,12.87,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,White Dwarf,-4.414549826379441,0.029542151601778803,-6.571283042360924,9.728538750071586
201,15680,0.00122,0.0114,11.92,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,White Dwarf,-4.474141923581687,0.0247185751514813,-6.708904420236972,9.660141293904399
202,14982,0.00118,0.0113,12.23,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,White Dwarf,-4.482952553263842,0.024005414382815938,-6.7422408405045635,9.614604759507829
203,13340,0.00109,0.0116,12.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,White Dwarf,-4.456750180869818,0.026126318871087167,-6.821577582741084,9.498522319469615
204,18340,0.00134,0.0124,11.22,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,White Dwarf,-4.390058806371146,0.031524533711185895,-6.615085665019317,9.816839745810455
205,19920,0.00156,0.0142,11.34,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,White Dwarf,-4.254513314374922,0.04249602278159128,-6.4630694577206915,9.899479531138589
206,24020,0.00159,0.0127,10.55,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,White Dwarf,-4.3661532855175915,0.03345952363157678,-6.444021262749997,10.086642095633975
207,23092,0.00132,0.0104,10.18,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,White Dwarf,-4.56594947283481,0.017287376161555415,-6.630123542383857,10.047241516180824
208,17920,0.00111,0.0106,11.66,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,White Dwarf,-4.546901277864116,0.01882919846677636,-6.803395263657894,9.793672686528922
209,19360,0.00125,0.00998,11.62,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,White Dwarf,-4.607172188658764,0.013950676656067317,-6.684611727667927,9.870964360830568
210,22350,12450.0,6.36,-3.67,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Main Sequence,1.8500283773520307,0.5366173060809442,9.429475901892854,10.014581600041716
211,10012,552.0,5.856,0.013,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Main Sequence,1.7674667766590104,0.5299345039729709,6.313548046277095,9.211539652551664
212,13089,788.0,5.992,-0.12,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Main Sequence,1.7904252462149184,0.5317928365083893,6.669498089857879,9.479527461791719
213,22012,6748.0,6.64,-2.55,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Main Sequence,1.8931119634883424,0.540104630428268,8.817001443665859,9.99934303817965
214,34190,198200.0,6.39,-4.57,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Main Sequence,1.8547342683894434,0.5369982160715541,12.197031900878025,10.439688482633347
215,32460,173800.0,6.237,-4.36,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Main Sequence,1.8304992975439855,0.5350365594067943,12.065660491813428,10.387763841068582
216,9320,29.0,1.91,1.236,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Main Sequence,0.6471032420585384,0.4392486678472495,3.367295829986474,9.139917907679637
217,19400,10920.0,6.03,-3.08,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Main Sequence,1.7967470107390942,0.5323045405079926,9.298351249298896,9.87302834505142
218,17140,883.0,5.653,-2.64,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Main Sequence,1.7321863776931536,0.5270787947497957,6.78332520060396,9.749170192151771
219,8250,9.25,1.93,-0.98,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Main Sequence,0.6575200029167941,0.4400918340508777,2.224623551524334,9.017968479328726
220,23678,244290.0,35.0,-6.27,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Super Giants,3.5553480614894135,0.6746513786311528,12.406111323129286,10.072301625971582
221,12749,332520.0,76.0,-7.02,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Super Giants,4.330733340286331,0.7374135626506007,12.714455287645025,9.453208116138121
222,9383,342940.0,98.0,-6.98,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Super Giants,4.584967478670572,0.7579920933676852,12.745310783732842,9.146654820290049
223,23440,537430.0,81.0,-5.975,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Super Giants,4.394449154672439,0.7425709260630898,13.194553797944819,10.06219924369095
224,16787,246730.0,62.0,-6.35,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Super Giants,4.127134385045092,0.7209336068861003,12.416049900312624,9.728360056322414
225,18734,224780.0,46.0,-7.45,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Super Giants,3.828641396489095,0.696772622162049,12.322877425072258,9.838095333769076
226,9892,593900.0,80.0,-7.262,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Super Giants,4.382026634673881,0.7415654072488245,13.294466234003952,9.199481628641307
227,10930,783930.0,25.0,-6.224,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Super Giants,3.2188758248682006,0.6474162311377388,13.572075009632053,9.299266581170585
228,23095,347820.0,86.0,-5.905,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Super Giants,4.454347296253507,0.7474192747319823,12.759440383561834,10.047371422864705
229,21738,748890.0,92.0,-7.346,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Super Giants,4.5217885770490405,0.752878189405168,13.526347389230695,9.986817160123133
230,24145,382993.0,1494.0,-8.84,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Hyper Giants,7.309212365692763,0.978501256475112,12.85577199123336,10.091832598307642
231,38234,272830.0,1356.0,-9.29,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Hyper Giants,7.212294468500341,0.970656409449119,12.5166041695796,10.551480451088963
232,32489,648430.0,1948.5,-10.84,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Hyper Giants,7.574815124778764,1.0,13.382309335509305,10.388656849488333
233,27739,849420.0,1252.0,-7.59,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Hyper Giants,7.132497551660044,0.9641973897644972,13.652309042616597,10.230594644192365
234,21904,748490.0,1130.0,-7.67,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Hyper Giants,7.029972911706386,0.9558987149053573,13.525813122699134,9.99442454752823
235,38940,374830.0,1356.0,-9.93,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Hyper Giants,7.212294468500341,0.970656409449119,12.834227868832594,10.56977727892619
236,30839,834042.0,1194.0,-10.63,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Hyper Giants,7.085064293952548,0.960357988978479,13.634039039785106,10.33653540173002
237,8829,537493.0,1423.0,-10.73,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Hyper Giants,7.260522598089852,0.9745601497276387,13.194671015643337,9.085797036901582
238,9235,404940.0,1112.0,-11.23,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Hyper Giants,7.013915474810528,0.9545989741998049,12.911494186965507,9.13075589263334
239,37882,294903.0,1783.0,-7.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Hyper Giants,7.48605261786314,0.9928152765529549,12.594401767691604,10.542231344216686
